ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
BP	GO:0034381	plasma lipoprotein particle clearance	65	-0.52573845465781	-1.7953640757332	4.84758206072641e-05	0.0025123526257034	0.0022527191398261	3223	tags=28%, list=9%, signal=25%	29116/407019/406977/338328/3162/693120/406961/948/81693/3990/255738/55937/407039/8029/406916/336/335/345
MF	GO:0030170	pyridoxal phosphate binding	54	-0.527111141047421	-1.72773772815557	0.000397760935290492	0.0115679754022433	0.010372508751782	4851	tags=43%, list=13%, signal=37%	11212/55258/23042/64757/9517/10993/883/10558/211/55163/55304/6470/54996/2875/2805/18/212/64902/64850/1644/189/6898/213
MF	GO:0070279	vitamin B6 binding	54	-0.527111141047421	-1.72773772815557	0.000397760935290492	0.0115679754022433	0.010372508751782	4851	tags=43%, list=13%, signal=37%	11212/55258/23042/64757/9517/10993/883/10558/211/55163/55304/6470/54996/2875/2805/18/212/64902/64850/1644/189/6898/213
BP	GO:0034440	lipid oxidation	101	-0.528993969632729	-1.91272075822364	1.12188509856493e-07	1.48695754457335e-05	1.333291229304e-05	6767	tags=55%, list=19%, signal=45%	2475/1432/23409/1892/54677/5562/51422/83752/30/55862/7941/80724/32/56898/55198/6342/23600/5166/2170/5191/35/8013/3295/3030/51/55825/10455/3033/5468/3032/3712/5825/23417/2108/5465/8309/285440/1384/549/2110/1374/26275/33/5264/1376/224/34/10891/10449/1962/84129/38/2168/11001/54363/51179
BP	GO:0050819	negative regulation of coagulation	55	-0.530323962432127	-1.74363738473927	9.61080513982053e-05	0.00413315742316218	0.00370602547580874	1553	tags=20%, list=4%, signal=19%	634/84830/18/5624/2160/5340/1361/7448/350/3827/3273
BP	GO:1990928	response to amino acid starvation	45	-0.53261052926664	-1.70840422526218	0.000676463311928452	0.0167254002352952	0.014996951003545	10466	tags=76%, list=29%, signal=54%	64121/9451/5610/1611/51100/79726/23334/83667/355/27244/84219/10325/1026/144577/81929/4217/143686/10985/5595/83939/9681/10670/2475/8678/23367/55364/1965/467/5599/5594/5587/92196/220441/58528
MF	GO:0017112	Rab guanyl-nucleotide exchange factor activity	37	-0.533620133755018	-1.66911411170547	0.00269036407835082	0.0451313796319657	0.0404673777333396	9346	tags=65%, list=26%, signal=48%	23258/163486/201627/163259/51399/57589/6305/8567/22930/10260/5866/25782/100128327/54453/57679/160518/57706/81846/55667/140775/79958/9827/9467/117177
BP	GO:0019395	fatty acid oxidation	99	-0.53377347822722	-2.04816744726699	1.72699575314252e-08	3.03538275307767e-06	2.72169788372827e-06	6767	tags=56%, list=19%, signal=45%	2475/1432/23409/1892/54677/5562/51422/83752/30/55862/80724/32/56898/55198/6342/23600/5166/2170/5191/35/8013/3295/3030/51/55825/10455/3033/5468/3032/3712/5825/23417/2108/5465/8309/285440/1384/549/2110/1374/26275/33/5264/1376/224/34/10891/10449/1962/84129/38/2168/11001/54363/51179
BP	GO:0030195	negative regulation of blood coagulation	53	-0.536315340352682	-1.70607012891295	0.000235700501376107	0.00800688467910009	0.00717943101714837	1553	tags=21%, list=4%, signal=20%	634/84830/18/5624/2160/5340/1361/7448/350/3827/3273
BP	GO:0035329	hippo signaling	38	-0.536718743532648	-1.67428252944286	0.00215654444923938	0.0384045415685031	0.0344357097656193	8402	tags=55%, list=23%, signal=43%	7529/8994/6788/9113/8642/7531/26524/7082/23286/51421/7003/60485/9867/80014/154810/84962/92597/9414/79817/154796/79633
BP	GO:1901605	alpha-amino acid metabolic process	199	-0.536848260691319	-1.86038835644234	1e-10	3.85e-08	3.45213032581454e-08	5011	tags=42%, list=14%, signal=36%	51074/26227/4953/125061/7263/55258/27165/8659/10157/23498/4846/3155/64087/10993/11112/883/3176/2746/4524/501/56605/1036/10247/56922/27034/112817/1738/51091/80017/54511/5860/23743/4967/4522/3712/3081/1743/8528/2729/58510/10588/6470/384/2875/2747/10249/549/2678/22928/23576/443/7915/26275/4482/1428/80150/2805/130013/10841/1610/64577/4843/5625/1373/635/1800/144193/64902/79814/3034/38/4329/89874/92292/27232/389434/383/7299/5053/189/5009/570/6898
BP	GO:0031100	animal organ regeneration	72	-0.536916561863349	-1.88123188725501	5.86094183846604e-06	0.000447035044943376	0.000400837203987245	2739	tags=31%, list=8%, signal=28%	3482/8013/7049/7298/5468/10419/7048/6387/3162/9104/595/3549/3651/54658/5774/2155/8431/1361/7448/336/335/570
BP	GO:0035384	thioester biosynthetic process	54	-0.53704006411045	-1.76028224038474	0.000257138715288283	0.0085907707153131	0.00770297665154592	7818	tags=61%, list=21%, signal=48%	2639/5162/109703458/2954/5538/2181/51144/5160/201562/8050/32/55066/54704/23205/84532/84869/5166/25874/57546/51660/1738/1737/6785/6622/7923/47/5161/23417/79993/5164/2180/23305/38
BP	GO:0071616	acyl-CoA biosynthetic process	54	-0.53704006411045	-1.76028224038474	0.000257138715288283	0.0085907707153131	0.00770297665154592	7818	tags=61%, list=21%, signal=48%	2639/5162/109703458/2954/5538/2181/51144/5160/201562/8050/32/55066/54704/23205/84532/84869/5166/25874/57546/51660/1738/1737/6785/6622/7923/47/5161/23417/79993/5164/2180/23305/38
BP	GO:0033866	nucleoside bisphosphate biosynthetic process	68	-0.537600974241153	-1.92167425788614	1.25818643533278e-05	0.000807336296005204	0.000723903924823466	7832	tags=54%, list=21%, signal=43%	55229/2639/5162/109703458/2954/5538/2181/51144/5160/201562/79646/8050/32/55066/54704/23205/84532/84869/5166/25874/57546/51660/1738/1737/6785/6622/7923/47/5161/23417/10861/79993/5164/2180/23305/38/53354
BP	GO:0034030	ribonucleoside bisphosphate biosynthetic process	68	-0.537600974241153	-1.92167425788614	1.25818643533278e-05	0.000807336296005204	0.000723903924823466	7832	tags=54%, list=21%, signal=43%	55229/2639/5162/109703458/2954/5538/2181/51144/5160/201562/79646/8050/32/55066/54704/23205/84532/84869/5166/25874/57546/51660/1738/1737/6785/6622/7923/47/5161/23417/10861/79993/5164/2180/23305/38/53354
BP	GO:0034033	purine nucleoside bisphosphate biosynthetic process	68	-0.537600974241153	-1.92167425788614	1.25818643533278e-05	0.000807336296005204	0.000723903924823466	7832	tags=54%, list=21%, signal=43%	55229/2639/5162/109703458/2954/5538/2181/51144/5160/201562/79646/8050/32/55066/54704/23205/84532/84869/5166/25874/57546/51660/1738/1737/6785/6622/7923/47/5161/23417/10861/79993/5164/2180/23305/38/53354
BP	GO:0032365	intracellular lipid transport	43	-0.538509325253505	-1.67639787974647	0.000554690845892327	0.0145606347046736	0.0130558983447042	4300	tags=40%, list=12%, signal=35%	9619/3949/6342/2170/788/4040/81537/5007/407019/5825/9066/5563/1374/1376/255738/7069/1066
CC	GO:0016592	mediator complex	37	-0.539484893518627	-1.68745853438367	0.00220543563638095	0.0389321989522708	0.0349088375724101	10750	tags=70%, list=29%, signal=50%	1024/400569/9862/10001/9282/10025/9968/9477/55588/133522/23097/9443/80306/10432/54797/23389/55090/9967/9439/892/9440/5469/9969/6837/9412/84868
BP	GO:0042558	pteridine-containing compound metabolic process	34	-0.539993622106713	-1.72605015702505	0.00184509214116153	0.0339096072404336	0.0304052944132886	4508	tags=41%, list=12%, signal=36%	84105/1719/8836/4524/200895/113235/5860/4522/7298/573971/10588/6470/10841/10840
BP	GO:0014741	negative regulation of muscle hypertrophy	34	-0.540166380760301	-1.72660236743818	0.00184509214116153	0.0339096072404336	0.0304052944132886	2695	tags=15%, list=7%, signal=14%	406977/5465/406978/84676/406904
BP	GO:0051452	intracellular pH reduction	51	-0.542365069273887	-1.71998273563519	0.000141219278672201	0.00543694222887975	0.0048750735449396	8610	tags=67%, list=24%, signal=51%	9550/79641/23312/147007/54982/23682/5538/7879/534/2896/282679/51463/529/1203/55647/9114/51606/1657/535/1182/528/527/526/596/51382/552/523/760/50617/7274/245973/525/127124/245972
MF	GO:0016877	ligase activity, forming carbon-sulfur bonds	40	-0.542502772268361	-1.73461601391016	0.00139809025913305	0.0281183078236087	0.0252124839346669	5074	tags=40%, list=14%, signal=34%	8801/23205/84532/132949/79876/10998/54988/8802/6296/8803/123876/79611/2180/23305/348158/11001
MF	GO:0016830	carbon-carbon lyase activity	51	-0.542549566769113	-1.72056782587152	0.000141219278672201	0.00543694222887975	0.0048750735449396	4946	tags=35%, list=14%, signal=31%	4953/23042/3155/262/171425/112817/54511/81889/23417/593/6470/5106/2805/130013/1644/5105/229/1586
BP	GO:0046164	alcohol catabolic process	54	-0.543316228411368	-1.7808539282251	0.000211365794919991	0.00739780282219967	0.00663329336802905	2161	tags=30%, list=6%, signal=28%	27284/1593/51302/27233/2710/6652/219/6718/3613/55586/27124/54363/1056/1581/6822/127
BP	GO:0086005	ventricular cardiac muscle cell action potential	35	-0.543958015810635	-1.72326158738571	0.00128602038079458	0.0266601917403183	0.0239050536100735	3606	tags=31%, list=10%, signal=28%	1824/1832/287/9722/2702/23327/3760/1829/23171/23630/406904
BP	GO:0008203	cholesterol metabolic process	150	-0.544151380681545	-1.95465559746691	1e-10	3.85e-08	3.45213032581454e-08	5166	tags=37%, list=14%, signal=32%	3953/8578/32/2230/2629/407032/1584/3638/2224/9619/3949/6721/2222/1071/3156/11160/57704/51474/2055/9420/6653/47/3422/3157/114876/158219/3991/406959/2246/5563/1593/6309/406961/51302/1595/27329/33/2053/3990/255738/6718/847/10449/407053/8029/1080/1066/8431/1056/3158/1581/5444/336/319/335/116519
BP	GO:0019433	triglyceride catabolic process	35	-0.549078709998163	-1.7394839709845	0.00103359692173534	0.0229577777808523	0.0205852573741796	2837	tags=31%, list=8%, signal=29%	6653/8228/3991/3990/1373/2168/2167/13/335/345/116519
CC	GO:0099023	vesicle tethering complex	64	-0.549401440073524	-1.9020708921724	1.89972280495387e-05	0.0011377228798557	0.00102014744309686	9580	tags=67%, list=26%, signal=50%	9382/6399/23355/91949/55763/23339/10890/51399/27072/10466/9392/51594/64400/51542/29911/998/55770/6293/83548/738/22796/11336/9183/100128327/23265/283849/57511/57617/60684/54536/55823/23233/84342/7109/91828/10640/54943/149371/22878/29091/51361/55014/25924
BP	GO:1902652	secondary alcohol metabolic process	161	-0.55025087022172	-1.99790691962143	1e-10	3.85e-08	3.45213032581454e-08	5166	tags=37%, list=14%, signal=32%	3953/8578/32/3418/2230/2629/407032/1584/3638/2224/9619/3949/6721/2222/1071/3156/11160/57704/51474/2055/9420/6653/47/3422/3157/114876/158219/3991/406959/2246/3419/5563/1593/6309/406961/51302/1595/27329/33/2053/3990/50/255738/6718/847/10449/407053/8029/1080/1066/8431/1056/1576/3158/1581/5444/336/319/335/116519
BP	GO:0032374	regulation of cholesterol transport	57	-0.550670871704092	-1.87976870885816	4.95463746415931e-05	0.00253533189226127	0.0022733236652675	3053	tags=39%, list=8%, signal=35%	5727/407015/23411/9619/6342/6721/1071/4790/407019/100126318/158219/693120/255738/407039/1950/406916/64241/5444/336/335/345/116519
BP	GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	34	-0.551164165433074	-1.76175598256295	0.00130834598304383	0.0269846359002791	0.0241959688110174	1759	tags=35%, list=5%, signal=34%	5144/845/801/6348/817/808/287/9472/55151/79041/196541/406904
MF	GO:0015485	cholesterol binding	49	-0.55148182939596	-1.80365281039549	0.000317102651661967	0.00992949544802363	0.00890335385874279	144	tags=27%, list=0%, signal=26%	9619/114882/6342/1071/11160/23762/114876/54762/336/319/335/345/116519
BP	GO:0032371	regulation of sterol transport	58	-0.554269225783462	-1.88324272099595	4.51145449667972e-05	0.00236851361075685	0.00212374484748006	3053	tags=40%, list=8%, signal=36%	5727/407015/23411/9619/6342/6721/1071/4790/407019/5468/100126318/158219/693120/255738/407039/1950/406916/64241/5444/336/335/345/116519
BP	GO:0046460	neutral lipid biosynthetic process	41	-0.554389618502553	-1.7570606188483	0.000512300183846411	0.0138991509610679	0.0124627741651368	5838	tags=44%, list=16%, signal=37%	2822/57678/9663/407031/407032/4023/3949/283/392636/128486/9104/5106/2710/2180/116255/84803/7069/5105
BP	GO:0046463	acylglycerol biosynthetic process	41	-0.554389618502553	-1.7570606188483	0.000512300183846411	0.0138991509610679	0.0124627741651368	5838	tags=44%, list=16%, signal=37%	2822/57678/9663/407031/407032/4023/3949/283/392636/128486/9104/5106/2710/2180/116255/84803/7069/5105
MF	GO:0050660	flavin adenine dinucleotide binding	79	-0.555648150361298	-1.9479377035164	6.09041857829387e-07	6.47908344809288e-05	5.80951700120635e-05	5464	tags=48%, list=15%, signal=41%	80724/25821/79689/6389/51004/2329/4846/80020/35/8540/4524/27034/1738/51/4129/3712/57553/2327/8528/58510/2108/9131/8309/55349/36/316/2110/33/79400/2330/1610/34/1408/4843/5625/2326/197257/84129
BP	GO:0016126	sterol biosynthetic process	81	-0.558017834356501	-1.97117011380304	1.93935064696476e-07	2.41225384318617e-05	2.16296484301964e-05	6688	tags=44%, list=18%, signal=36%	7108/403313/5562/51706/51422/57678/407031/1717/4047/32/407032/3638/2224/9619/6721/2222/3156/11160/47/3422/3157/406959/2246/5563/6309/406961/1595/10826/10449/407053/1080/1066/3158/1581/335/116519
BP	GO:0046621	negative regulation of organ growth	39	-0.558294722148629	-1.77481316244791	0.00120313543949911	0.0253977807528728	0.0227731036741249	2695	tags=23%, list=7%, signal=21%	80014/406977/5465/7048/406978/5950/6532/100126316/406904
BP	GO:0009064	glutamine family amino acid metabolic process	72	-0.559438951665061	-1.96014515028628	1.45087086854788e-06	0.000136398732234995	0.000122302909078204	2450	tags=31%, list=7%, signal=29%	2729/58510/10588/384/2747/2678/23576/7915/80150/2805/10841/1610/4843/5625/1373/144193/79814/3034/92292/383/5009/6898
BP	GO:0090303	positive regulation of wound healing	58	-0.560298450761408	-1.90372824233608	3.2047133058722e-05	0.00176259231822971	0.00158044114124897	2955	tags=29%, list=8%, signal=27%	2039/7099/406977/7057/22875/7048/406978/825/5581/948/8613/2155/5340/1361/7448/350/3273
CC	GO:0005903	brush border	99	-0.561350748427952	-2.15398549446037	1.34280241939852e-09	3.19310516495206e-07	2.8631208242717e-07	3344	tags=38%, list=9%, signal=35%	51474/9368/113235/120/4311/7430/2059/10083/2028/53841/142680/5745/948/5172/5357/81693/358/6514/54825/11136/6550/10786/5174/6519/50617/257629/8029/4036/762/1811/59272/4648/348932/6523/7429/116085/6569/340024
BP	GO:0019432	triglyceride biosynthetic process	39	-0.561972035662592	-1.78650330417433	0.00112832978251859	0.0243586706990132	0.0218413781341801	5838	tags=44%, list=16%, signal=37%	2822/57678/9663/407031/407032/4023/3949/392636/128486/9104/5106/2710/2180/116255/84803/7069/5105
BP	GO:0010614	negative regulation of cardiac muscle hypertrophy	32	-0.563511753682305	-1.81999257419646	0.00118686844150181	0.0251306115098218	0.0225335444413817	2695	tags=16%, list=7%, signal=14%	406977/5465/406978/84676/406904
MF	GO:0015301	anion:anion antiporter activity	31	-0.564283241753469	-1.80024332390349	0.0031137087204953	0.0498501683271377	0.0446985137218367	2440	tags=39%, list=7%, signal=36%	292/57835/10861/291/5172/83697/115019/1811/9356/114571/6521/115111
MF	GO:0140323	solute:anion antiporter activity	31	-0.564283241753469	-1.80024332390349	0.0031137087204953	0.0498501683271377	0.0446985137218367	2440	tags=39%, list=7%, signal=36%	292/57835/10861/291/5172/83697/115019/1811/9356/114571/6521/115111
BP	GO:0055092	sterol homeostasis	93	-0.565131184915245	-2.03673829454748	5.77161150648852e-09	1.11103521499904e-06	9.96217755518457e-07	5161	tags=42%, list=14%, signal=36%	9969/64240/407032/3638/23411/4023/9619/6095/3949/2170/6721/1071/693175/51474/29116/9420/6296/1645/407019/338328/158219/693120/4041/406961/51302/27329/2053/3990/255738/55937/2167/406916/64241/2538/1581/336/335/345/116519
BP	GO:0042632	cholesterol homeostasis	92	-0.566355947103339	-2.13155698889131	1.68806860429455e-08	3.03289659238255e-06	2.7194686497723e-06	5161	tags=42%, list=14%, signal=36%	9969/64240/407032/3638/23411/4023/9619/6095/3949/2170/6721/1071/693175/51474/29116/9420/6296/1645/407019/338328/158219/693120/4041/406961/51302/27329/2053/3990/255738/55937/2167/406916/64241/2538/1581/336/335/345/116519
BP	GO:0009069	serine family amino acid metabolic process	40	-0.569092598237076	-1.81963518853956	0.000412017194239114	0.0118967188336018	0.0106672789254976	6751	tags=57%, list=19%, signal=47%	51540/63826/275/2653/1491/256987/26227/7263/55258/10993/1036/10247/51091/4522/2729/6470/10249/2678/22928/1610/64902/189/570
MF	GO:0032451	demethylase activity	37	-0.574620483230637	-1.79735938875873	0.000628003580109937	0.0156710152629285	0.0140515290975216	7956	tags=62%, list=22%, signal=49%	80853/22992/23133/55818/10765/79831/55693/5927/8242/9682/54890/5253/25974/221656/79068/8846/221037/51780/23135/7403/1595/1543/1544
MF	GO:1901618	organic hydroxy compound transmembrane transporter activity	44	-0.574905601658738	-1.81078472533609	0.00015323999182727	0.00568323547671319	0.00509591416569003	1677	tags=43%, list=5%, signal=41%	200931/634/5950/123264/115584/358/6532/364/159963/9194/89872/359/6530/6555/160728/1109/8647/6554/10599
MF	GO:0120013	lipid transfer activity	40	-0.576847137900936	-1.84442980594803	0.000332911780868482	0.0101954232890973	0.00914179997943076	3770	tags=28%, list=10%, signal=25%	26207/1071/5007/388323/54762/388121/7274/64241/336/335/116519
BP	GO:1902653	secondary alcohol biosynthetic process	76	-0.577384967543997	-2.01232013442283	6.72989999950509e-08	9.89295299927248e-06	8.8705878079601e-06	5804	tags=39%, list=16%, signal=33%	57678/407031/1717/4047/32/407032/3638/2224/9619/6721/2222/3156/11160/47/3422/3157/406959/2246/5563/6309/406961/1595/10449/407053/1080/1066/3158/1581/335/116519
BP	GO:0072329	monocarboxylic acid catabolic process	131	-0.577590599989539	-2.07597310206928	1e-10	3.85e-08	3.45213032581454e-08	4165	tags=50%, list=11%, signal=44%	6342/23600/5191/35/5096/56603/3295/84696/166785/3030/91452/112817/51/55825/283927/10455/3033/2166/3032/3712/5825/23417/2108/5465/414328/5446/8309/3991/11057/1384/549/51084/51302/2110/7915/1374/26275/5106/6652/80150/33/5095/5264/1376/224/34/9942/6718/84830/10449/18/1962/197257/64902/84129/38/2168/11001/54363/51179/5105/1056/1579/189/6822
BP	GO:0061912	selective autophagy	48	-0.577632510592344	-1.84993692061272	0.000118032111072839	0.00481964453547425	0.00432156910663817	11236	tags=73%, list=31%, signal=51%	9776/7249/9474/3964/57103/26100/90678/83667/10013/5071/8878/27429/5595/10241/22863/7879/55626/8678/54832/9531/10193/10133/84749/29979/3064/9517/10558/9927/8987/55187/54463/23001/154/65018/26249
MF	GO:0019825	oxygen binding	35	-0.578240811354014	-1.83186964710897	0.000334678602535017	0.010210854722625	0.00915563668583382	1603	tags=31%, list=4%, signal=30%	3043/58157/1551/1543/3042/1576/3048/1549/3047/1586/213
